Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,1116.560059,1133.869995,1116.560059,1132.989990,1132.989990,3991400000
2010-01-05,1132.660034,1136.630005,1129.660034,1136.520020,1136.520020,2491020000
2010-01-06,1135.709961,1139.189941,1133.949951,1137.140015,1137.140015,4972660000
2010-01-07,1136.270020,1142.459961,1131.319946,1141.689941,1141.689941,5270680000
2010-01-08,1140.520020,1145.390015,1136.219971,1144.979980,1144.979980,4389590000
2010-01-11,1145.959961,1149.739990,1142.020020,1146.979980,1146.979980,4255780000
2010-01-12,1143.810059,1143.810059,1131.770020,1136.219971,1136.219971,4716160000
2010-01-13,1137.310059,1148.400024,1133.180054,1145.680054,1145.680054,4170360000
2010-01-14,1145.680054,1150.410034,1143.800049,1148.459961,1148.459961,3915200000
2010-01-15,1147.719971,1147.770020,1131.390015,1136.030029,1136.030029,4758730000
2010-01-19,1136.030029,1150.449951,1135.770020,1150.229980,1150.229980,4724830000
2010-01-20,1147.949951,1147.949951,1129.250000,1138.040039,1138.040039,4810560000
2010-01-21,1138.680054,1141.579956,1114.839966,1116.479980,1116.479980,6874290000
2010-01-22,1115.489990,1115.489990,1090.180054,1091.760010,1091.760010,6208650000
2010-01-25,1092.400024,1102.969971,1092.400024,1096.780029,1096.780029,4481390000
2010-01-26,1095.800049,1103.689941,1089.859985,1092.170044,1092.170044,4731910000
2010-01-27,1091.939941,1099.510010,1083.109985,1097.500000,1097.500000,5319120000
2010-01-28,1096.930054,1100.219971,1078.459961,1084.530029,1084.530029,5452400000
2010-01-29,1087.609985,1096.449951,1071.589966,1073.869995,1073.869995,5412850000
2010-02-01,1073.890015,1089.380005,1073.890015,1089.189941,1089.189941,4077610000
2010-02-02,1090.050049,1104.729980,1087.959961,1103.319946,1103.319946,4749540000
2010-02-03,1100.670044,1102.719971,1093.969971,1097.280029,1097.280029,4285450000
2010-02-04,1097.250000,1097.250000,1062.780029,1063.109985,1063.109985,5859690000
2010-02-05,1064.119995,1067.130005,1044.500000,1066.189941,1066.189941,6438900000
2010-02-08,1065.510010,1071.199951,1056.510010,1056.739990,1056.739990,4089820000
2010-02-09,1060.060059,1079.280029,1060.060059,1070.520020,1070.520020,5114260000
2010-02-10,1069.680054,1073.670044,1059.339966,1068.130005,1068.130005,4251450000
2010-02-11,1067.099976,1080.040039,1060.589966,1078.469971,1078.469971,4400870000
2010-02-12,1075.949951,1077.810059,1062.969971,1075.510010,1075.510010,4160680000
2010-02-16,1079.130005,1095.670044,1079.130005,1094.869995,1094.869995,4080770000
2010-02-17,1096.140015,1101.030029,1094.719971,1099.510010,1099.510010,4259230000
2010-02-18,1099.030029,1108.239990,1097.479980,1106.750000,1106.750000,3878620000
2010-02-19,1105.489990,1112.420044,1100.800049,1109.170044,1109.170044,3944280000
2010-02-22,1110.000000,1112.290039,1105.380005,1108.010010,1108.010010,3814440000
2010-02-23,1107.489990,1108.579956,1092.180054,1094.599976,1094.599976,4521050000
2010-02-24,1095.890015,1106.420044,1095.500000,1105.239990,1105.239990,4168360000
2010-02-25,1101.239990,1103.500000,1086.020020,1102.939941,1102.939941,4521130000
2010-02-26,1103.099976,1107.239990,1097.560059,1104.489990,1104.489990,3945190000
2010-03-01,1105.359985,1116.109985,1105.359985,1115.709961,1115.709961,3847640000
2010-03-02,1117.010010,1123.459961,1116.510010,1118.310059,1118.310059,4134680000
2010-03-03,1119.359985,1125.640015,1116.579956,1118.790039,1118.790039,3951320000
2010-03-04,1119.119995,1123.729980,1116.660034,1122.969971,1122.969971,3945010000
2010-03-05,1125.119995,1139.380005,1125.119995,1138.699951,1138.699951,4133000000
2010-03-08,1138.400024,1141.050049,1136.770020,1138.500000,1138.500000,3774680000
2010-03-09,1137.560059,1145.369995,1134.900024,1140.449951,1140.449951,5185570000
2010-03-10,1140.219971,1148.260010,1140.089966,1145.609985,1145.609985,5469120000
2010-03-11,1143.959961,1150.239990,1138.989990,1150.239990,1150.239990,4669060000
2010-03-12,1151.709961,1153.410034,1146.969971,1149.989990,1149.989990,4928160000
2010-03-15,1148.530029,1150.979980,1141.449951,1150.510010,1150.510010,4164110000
2010-03-16,1150.829956,1160.280029,1150.349976,1159.459961,1159.459961,4369770000
2010-03-17,1159.939941,1169.839966,1159.939941,1166.209961,1166.209961,4963200000
2010-03-18,1166.130005,1167.770020,1161.160034,1165.829956,1165.829956,4234510000
2010-03-19,1166.680054,1169.199951,1155.329956,1159.900024,1159.900024,5212410000
2010-03-22,1157.250000,1167.819946,1152.880005,1165.810059,1165.810059,4261680000
2010-03-23,1166.469971,1174.719971,1163.829956,1174.170044,1174.170044,4411640000
2010-03-24,1172.699951,1173.040039,1166.010010,1167.719971,1167.719971,4705750000
2010-03-25,1170.030029,1180.689941,1165.089966,1165.729980,1165.729980,5668900000
2010-03-26,1167.579956,1173.930054,1161.479980,1166.589966,1166.589966,4708420000
2010-03-29,1167.709961,1174.849976,1167.709961,1173.219971,1173.219971,4375580000
2010-03-30,1173.750000,1177.829956,1168.920044,1173.270020,1173.270020,4085000000
2010-03-31,1171.750000,1174.560059,1165.770020,1169.430054,1169.430054,4484340000
2010-04-01,1171.229980,1181.430054,1170.689941,1178.099976,1178.099976,4006870000
2010-04-05,1178.709961,1187.729980,1178.709961,1187.439941,1187.439941,3881620000
2010-04-06,1186.010010,1191.800049,1182.770020,1189.439941,1189.439941,4086180000
2010-04-07,1188.229980,1189.599976,1177.250000,1182.449951,1182.449951,5101430000
2010-04-08,1181.750000,1188.550049,1175.119995,1186.439941,1186.439941,4726970000
2010-04-09,1187.469971,1194.660034,1187.150024,1194.369995,1194.369995,4511570000
2010-04-12,1194.939941,1199.199951,1194.709961,1196.479980,1196.479980,4607090000
2010-04-13,1195.939941,1199.040039,1188.819946,1197.300049,1197.300049,5403580000
2010-04-14,1198.689941,1210.650024,1198.689941,1210.650024,1210.650024,5760040000
2010-04-15,1210.770020,1213.920044,1208.500000,1211.670044,1211.670044,5995330000
2010-04-16,1210.170044,1210.170044,1186.770020,1192.130005,1192.130005,8108470000
2010-04-19,1192.060059,1197.869995,1183.680054,1197.520020,1197.520020,6597740000
2010-04-20,1199.040039,1208.579956,1199.040039,1207.170044,1207.170044,5316590000
2010-04-21,1207.160034,1210.989990,1198.849976,1205.939941,1205.939941,5724310000
2010-04-22,1202.520020,1210.270020,1190.189941,1208.670044,1208.670044,6035780000
2010-04-23,1207.869995,1217.280029,1205.099976,1217.280029,1217.280029,5326060000
2010-04-26,1217.069946,1219.800049,1211.069946,1212.050049,1212.050049,5647760000
2010-04-27,1209.920044,1211.380005,1181.619995,1183.709961,1183.709961,7454540000
